Number of Blocks,ErrorUB,ErrorLB
1.017000000000000000e+03,1.782621745502833229e-35,2.026278791154475206e-42
1.018000000000000000e+03,1.648181742775415149e-35,1.844534233448141508e-42
1.019000000000000000e+03,1.523880803132437187e-35,1.679091027954551990e-42
1.020000000000000000e+03,1.408954268747771059e-35,1.528487045148018055e-42
1.021000000000000000e+03,1.302695150002516939e-35,1.391391299393301732e-42
1.022000000000000000e+03,1.204449776321202306e-35,1.266592186157457772e-42
1.023000000000000000e+03,1.113613775008997282e-35,1.152986774270200066e-42
1.024000000000000000e+03,1.029628353352834750e-35,1.049571058601775563e-42
1.025000000000000000e+03,9.519768611155197109e-36,9.554310870146152215e-43
1.026000000000000000e+03,8.801816122761713036e-36,8.697348831721796606e-43
1.027000000000000000e+03,8.138009464655039267e-36,7.917250938214075538e-43
1.028000000000000000e+03,7.524265120189315940e-36,7.207122955679180846e-43
1.029000000000000000e+03,6.956807539335710927e-36,6.560689019918156983e-43
1.030000000000000000e+03,6.432145912761310054e-36,5.972236172571005201e-43
1.031000000000000000e+03,5.947052697536977159e-36,5.436563871977430254e-43
1.032000000000000000e+03,5.498543762372166775e-36,4.948938032597342611e-43
1.033000000000000000e+03,5.083860030237156132e-36,4.505049186809247109e-43
1.034000000000000000e+03,4.700450505443042596e-36,4.100974399333655548e-43
1.035000000000000000e+03,4.345956580769412490e-36,3.733142597695323249e-43
1.036000000000000000e+03,4.018197528101134541e-36,3.398303012326004080e-43
1.037000000000000000e+03,3.715157083318025444e-36,3.093496447393544902e-43
1.038000000000000000e+03,3.434971042911981797e-36,2.816029128457928077e-43
1.039000000000000000e+03,3.175915796030412905e-36,2.563448895829553354e-43
1.040000000000000000e+03,2.936397721398185870e-36,2.333523533234267206e-43
1.041000000000000000e+03,2.714943383892501636e-36,2.124221040262207027e-43
1.042000000000000000e+03,2.510190470462547971e-36,1.933691674254787449e-43
1.043000000000000000e+03,2.320879409635008348e-36,1.760251602922044574e-43
1.044000000000000000e+03,2.145845623051570084e-36,1.602368023218454354e-43
1.045000000000000000e+03,1.984012361371989080e-36,1.458645614962516184e-43
1.046000000000000000e+03,1.834384080472249585e-36,1.327814209482224887e-43
1.047000000000000000e+03,1.696040317189895265e-36,1.208717564305853117e-43
1.048000000000000000e+03,1.568130026942346078e-36,1.100303144693099584e-43
1.049000000000000000e+03,1.449866348385228169e-36,1.001612821698982602e-43
1.050000000000000000e+03,1.340521762904296915e-36,9.117744045634221948e-44
1.051000000000000000e+03,1.239423619164228407e-36,8.299939325924743137e-44
1.052000000000000000e+03,1.145949995182454497e-36,7.555486584098360949e-44
1.053000000000000000e+03,1.059525872473021200e-36,6.877806605668083973e-44
1.054000000000000000e+03,9.796195987251581561e-37,6.260910290613306258e-44
1.055000000000000000e+03,9.057396172559019734e-37,5.699345723795608937e-44
1.056000000000000000e+03,8.374314431177779922e-37,5.188149992828817988e-44
1.057000000000000000e+03,7.742748672593237584e-37,4.722805327584752699e-44
1.058000000000000000e+03,7.158813715394728108e-37,4.299199173711936601e-44
1.059000000000000000e+03,6.618917386938761010e-37,3.913587847309743079e-44
1.060000000000000000e+03,6.119738425503172036e-37,3.562563449551996487e-44
1.061000000000000000e+03,5.658206048995749158e-37,3.243023748862202422e-44
1.062000000000000000e+03,5.231481064529283180e-37,2.952144764469198922e-44
1.063000000000000000e+03,4.836938402656074424e-37,2.687355809047210397e-44
1.064000000000000000e+03,4.472150968818212458e-37,2.446316769875000200e-44
1.065000000000000000e+03,4.134874712673501194e-37,2.226897427733435889e-44
1.066000000000000000e+03,3.823034823447559437e-37,2.027158630768487069e-44
1.067000000000000000e+03,3.534712966391829254e-37,1.845335156941529315e-44
1.068000000000000000e+03,3.268135481829441865e-37,1.679820113610669937e-44
1.069000000000000000e+03,3.021662474193790013e-37,1.529150736372392481e-44
1.070000000000000000e+03,2.793777723939404585e-37,1.391995461658209339e-44
1.071000000000000000e+03,2.583079360265922263e-37,1.267142158838928891e-44
1.072000000000000000e+03,2.388271237277760316e-37,1.153487417835569008e-44
1.073000000000000000e+03,2.208154960527827717e-37,1.050026797564799748e-44
1.074000000000000000e+03,2.041622514895489361e-37,9.558459490377897819e-45
1.075000000000000000e+03,1.887649448448078103e-37,8.701125346618185579e-45
1.076000000000000000e+03,1.745288570354904597e-37,7.920688723300671725e-45
1.077000000000000000e+03,1.613664124086041343e-37,7.210252392905265454e-45
1.078000000000000000e+03,1.491966400050889882e-37,6.563537766161831903e-45
1.079000000000000000e+03,1.379446754535450240e-37,5.974829404061066144e-45
1.080000000000000000e+03,1.275413004296550090e-37,5.438924506792123370e-45
1.081000000000000000e+03,1.179225168481809575e-37,4.951086933206369238e-45
1.082000000000000000e+03,1.090291531681471067e-37,4.507005344449021237e-45
1.083000000000000000e+03,1.008065003892990739e-37,4.102755101845242844e-45
1.084000000000000000e+03,9.320397550062392225e-38,3.734763582308372152e-45
1.085000000000000000e+03,8.617481031057527507e-38,3.399778604738910769e-45
1.086000000000000000e+03,7.967576374479889964e-38,3.094839688378993046e-45
1.087000000000000000e+03,7.366685584149134574e-38,2.817251889112703188e-45
1.088000000000000000e+03,6.811112180804567333e-38,2.564561982487170728e-45
1.089000000000000000e+03,6.297438462600359019e-38,2.334536782967586942e-45
1.090000000000000000e+03,5.822504480546260802e-38,2.125143407820066847e-45
1.091000000000000000e+03,5.383388599558148529e-38,1.934531311200957977e-45
1.092000000000000000e+03,4.977389525535184700e-38,1.761015929675914748e-45
1.093000000000000000e+03,4.602009687901924390e-38,1.603063794634119426e-45
1.094000000000000000e+03,4.254939875388994717e-38,1.459278980025829132e-45
1.095000000000000000e+03,3.934045030537296728e-38,1.328390765653394699e-45
1.096000000000000000e+03,3.637351115538501988e-38,1.209242406987852716e-45
1.097000000000000000e+03,3.363032968614047661e-38,1.100780912263065569e-45
1.098000000000000000e+03,3.109403076230267998e-38,1.002047736500578569e-45
1.099000000000000000e+03,2.874901192079222031e-38,9.121703102224456452e-46
1.100000000000000000e+03,2.658084738964973458e-38,8.303543279854836481e-46
1.101000000000000000e+03,2.457619934551091144e-38,7.558767285860054775e-46
1.102000000000000000e+03,2.272273586377374787e-38,6.880793048962855044e-46
1.103000000000000000e+03,2.100905505672264293e-38,6.263628868588608935e-46
1.104000000000000000e+03,1.942461493292646734e-38,5.701820462298343873e-46
1.105000000000000000e+03,1.795966854643126668e-38,5.190402762737335447e-46
1.106000000000000000e+03,1.660520403680829429e-38,4.724856038096364830e-46
1.107000000000000000e+03,1.535288919119973446e-38,4.301065948293041810e-46
1.108000000000000000e+03,1.419502018733182491e-38,3.915287183865013836e-46
1.109000000000000000e+03,1.312447420217537208e-38,3.564110366227051206e-46
1.110000000000000000e+03,1.213466559471968464e-38,3.244431916768754828e-46
1.111000000000000000e+03,1.121950539331053406e-38,2.953426628505587689e-46
1.112000000000000000e+03,1.037336383833276528e-38,2.688522697882086962e-46
1.113000000000000000e+03,9.591035749810219352e-39,2.447378996066160806e-46
1.114000000000000000e+03,8.867708506879308768e-39,2.227864378866624130e-46
1.115000000000000000e+03,8.198932442154192336e-39,2.028038852421609469e-46
1.116000000000000000e+03,7.580593468860451350e-39,1.846136428207504055e-46
1.117000000000000000e+03,7.008887772349061563e-39,1.680549515846344886e-46
1.118000000000000000e+03,6.480298410299635722e-39,1.529814715781114102e-46
1.119000000000000000e+03,5.991573677667464604e-39,1.392599886259127329e-46
1.120000000000000000e+03,5.539707103281025758e-39,1.267692370326490169e-46
1.121000000000000000e+03,5.121918955036345778e-39,1.153988278787628974e-46
1.122000000000000000e+03,4.735639139914676575e-39,1.050482734416285933e-46
1.123000000000000000e+03,4.378491393628988366e-39,9.562609912000667354e-47
1.124000000000000000e+03,4.048278662640779764e-39,8.704903501332066380e-47
1.125000000000000000e+03,3.742969588621122079e-39,7.924128001123369364e-47
1.126000000000000000e+03,3.460686012213266565e-39,7.213383188978340420e-47
1.127000000000000000e+03,3.199691419224358624e-39,6.566387749372407347e-47
1.128000000000000000e+03,2.958380258170345798e-39,5.977423761569817987e-47
1.129000000000000000e+03,2.735268063460203845e-39,5.441286166628661367e-47
1.130000000000000000e+03,2.528982323459830352e-39,4.953236766899180834e-47
1.131000000000000000e+03,2.338254037259312273e-39,4.508962351480788545e-47
1.132000000000000000e+03,2.161909908203531083e-39,4.104536577563663624e-47
1.133000000000000000e+03,1.998865126163508089e-39,3.736385270776429989e-47
1.134000000000000000e+03,1.848116694146955133e-39,3.401254837875425705e-47
1.135000000000000000e+03,1.708737258196217619e-39,3.096183512619142232e-47
1.136000000000000000e+03,1.579869402616714752e-39,2.818475180707874237e-47
1.137000000000000000e+03,1.460720375442203246e-39,2.565675552463144416e-47
1.138000000000000000e+03,1.350557211689787892e-39,2.335550472668623960e-47
1.139000000000000000e+03,1.248702224404252854e-39,2.126066175883286538e-47
1.140000000000000000e+03,1.154528835754555341e-39,1.935371312729657205e-47
1.141000000000000000e+03,1.067457722536454658e-39,1.761780588311537219e-47
1.142000000000000000e+03,9.869532523698185934e-40,1.603759868163815629e-47
1.143000000000000000e+03,9.125201886673418545e-40,1.459912620105430705e-47
1.144000000000000000e+03,8.437006441045345636e-40,1.328967572173608989e-47
1.145000000000000000e+03,7.800712638500358924e-40,1.209767477564150542e-47
1.146000000000000000e+03,7.212406212282063358e-40,1.101258887286633623e-47
1.147000000000000000e+03,6.668468097930659571e-40,1.002482840148483803e-47
1.148000000000000000e+03,6.165552170008657624e-40,9.125663877894433339e-48
1.149000000000000000e+03,5.700564657855207087e-40,8.307148798673950809e-48
1.150000000000000000e+03,5.270645113743677433e-40,7.562049412149997490e-48
1.151000000000000000e+03,4.873148816363394431e-40,6.883780789014581877e-48
1.152000000000000000e+03,4.505630501378289329e-40,6.266348627009864281e-48
1.153000000000000000e+03,4.165829318978106003e-40,5.704296275368399098e-48
1.154000000000000000e+03,3.851654925886431071e-40,5.192656510831264355e-48
1.155000000000000000e+03,3.561174626267297615e-40,4.726907639056197828e-48
1.156000000000000000e+03,3.292601482426768554e-40,4.302933533454721846e-48
1.157000000000000000e+03,3.044283322169561332e-40,3.916987258296842885e-48
1.158000000000000000e+03,2.814692575187993490e-40,3.565657954595743560e-48
1.159000000000000000e+03,2.602416875960293560e-40,3.245840696122217641e-48
1.160000000000000000e+03,2.406150375349817053e-40,2.954709049145916525e-48
1.161000000000000000e+03,2.224685707457885200e-40,2.689690093397004971e-48
1.162000000000000000e+03,2.056906562312361624e-40,2.448441683491326689e-48
1.163000000000000000e+03,1.901780818701866208e-40,2.228831749864005861e-48
1.164000000000000000e+03,1.758354194911236744e-40,2.028919456279728985e-48
1.165000000000000000e+03,1.625744378299270487e-40,1.846938047397074051e-48
1.166000000000000000e+03,1.503135597606433782e-40,1.681279234799040396e-48
1.167000000000000000e+03,1.389773604602760513e-40,1.530478983499316984e-48
1.168000000000000000e+03,1.284961034204872585e-40,1.393204573309965481e-48
1.169000000000000000e+03,1.188053114519196199e-40,1.268242820723870376e-48
1.170000000000000000e+03,1.098453700420707826e-40,1.154489357220772068e-48
1.171000000000000000e+03,1.015611606267499383e-40,1.050938869242159647e-48
1.172000000000000000e+03,9.390172151909528269e-41,9.566762135796647142e-49
1.173000000000000000e+03,8.681993441031205741e-41,8.708683296575476033e-49
1.174000000000000000e+03,8.027223451359380318e-41,7.927568772330335157e-49
1.175000000000000000e+03,7.421834256811020741e-41,7.216515344488440799e-49
1.176000000000000000e+03,6.862101705446532303e-41,6.569238970086990467e-49
1.177000000000000000e+03,6.344582509731894028e-41,5.980019245586195412e-49
1.178000000000000000e+03,5.866093064584860716e-41,5.443648851932122512e-49
1.179000000000000000e+03,5.423689862900726534e-41,4.955387534080934686e-49
1.180000000000000000e+03,5.014651388080951721e-41,4.510920208273368169e-49
1.181000000000000000e+03,4.636461372172395160e-41,4.106318826824656938e-49
1.182000000000000000e+03,4.286793316628395778e-41,3.738007663405119852e-49
1.183000000000000000e+03,3.963496180467390731e-41,3.402731712013761238e-49
1.184000000000000000e+03,3.664581147787849158e-41,3.097527920367248756e-49
1.185000000000000000e+03,3.388209393237937795e-41,2.819699003473982034e-49
1.186000000000000000e+03,3.132680770176356271e-41,2.566789605967338059e-49
1.187000000000000000e+03,2.896423351938791925e-41,2.336564602528419240e-49
1.188000000000000000e+03,2.677983761870530332e-41,2.126989344625771247e-49
1.189000000000000000e+03,2.476018232639109931e-41,1.936211678999193048e-49
1.190000000000000000e+03,2.289284339827068962e-41,1.762545578973020407e-49
1.191000000000000000e+03,2.116633358952059010e-41,1.604456243938725513e-49
1.192000000000000000e+03,1.957003198898002584e-41,1.460546535320736658e-49
1.193000000000000000e+03,1.809411868285573873e-41,1.329544629151573040e-49
1.194000000000000000e+03,1.672951434589494838e-41,1.210292776133701113e-49
1.195000000000000000e+03,1.546782438841264787e-41,1.101737069853883096e-49
1.196000000000000000e+03,1.430128731558071510e-41,1.002918132724698152e-49
1.197000000000000000e+03,1.322272698130748805e-41,9.129626373390601447e-50
1.198000000000000000e+03,1.222550844298574732e-41,8.310755883061585162e-50
1.199000000000000000e+03,1.130349714554392308e-41,7.565332963586734405e-50
1.200000000000000000e+03,1.045102118371395157e-41,6.886769826386334520e-50
1.201000000000000000e+03,9.662836410366824656e-42,6.269069566389639054e-50
1.202000000000000000e+03,8.934094176271687532e-42,5.706773163472366095e-50
1.203000000000000000e+03,8.260311502827311821e-42,5.194911237535275516e-50
1.204000000000000000e+03,7.637343504276291641e-42,4.728960130850896776e-50
1.205000000000000000e+03,7.061357889753403644e-42,4.304801929548942513e-50
1.206000000000000000e+03,6.528811388313783674e-42,3.918688070925625175e-50
1.207000000000000000e+03,6.036427951913978885e-42,3.567206214949731258e-50
1.208000000000000000e+03,5.581178602260014764e-42,3.247250087188091058e-50
1.209000000000000000e+03,5.160262797545429561e-42,2.955992026631871362e-50
1.210000000000000000e+03,4.771091204454247197e-42,2.690857995811972209e-50
1.211000000000000000e+03,4.411269769448325635e-42,2.449504832350772243e-50
1.212000000000000000e+03,4.078584991349915988e-42,2.229799540907893572e-50
1.213000000000000000e+03,3.770990304622687558e-42,2.029800442508804614e-50
1.214000000000000000e+03,3.486593489584656121e-42,1.847740014661312268e-50
1.215000000000000000e+03,3.223645032105235821e-42,1.682009270606279604e-50
1.216000000000000000e+03,2.980527361179367504e-42,1.531143539652189151e-50
1.217000000000000000e+03,2.755744898171170466e-42,1.393809522924683849e-50
1.218000000000000000e+03,2.547914856514354126e-42,1.268793510134789778e-50
1.219000000000000000e+03,2.355758735271483920e-42,1.154990653229431911e-50
1.220000000000000000e+03,2.178094454223595720e-42,1.051395202128384820e-50
1.221000000000000000e+03,2.013829082107989290e-42,9.570916162548369746e-51
1.222000000000000000e+03,1.861952113270282839e-42,8.712464733060750609e-51
1.223000000000000000e+03,1.721529251371574234e-42,7.931011037570019468e-51
1.224000000000000000e+03,1.591696661909674707e-42,7.219648860025850346e-51
1.225000000000000000e+03,1.471655658198032864e-42,6.572091428842926260e-51
1.226000000000000000e+03,1.360667788112228508e-42,5.982615856599344362e-51
1.227000000000000000e+03,1.258050291379449365e-42,5.446012563147780272e-51
1.228000000000000000e+03,1.163171899465423879e-42,4.957539235156965947e-51
